line_id,ticket_number,user_card_id,payment_method,shop_name,shop_address,product_code,product_name,seccion,units,price_per_unit,price_total,created_at
9521686,6566577,101775,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1039,MANTEQUILLA 250G,Lacteos,4,2.0,8.0,2025-02-27 18:29
9521687,6566577,101775,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,1.06,1.06,2025-02-27 18:29
9521688,6566577,101775,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1007,CAFE MOLIDO 250G,Alimentacion seca,1,2.71,2.71,2025-02-27 18:29
9521689,6566577,101775,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1015,MERMELADA FRESA 350G,Alimentacion seca,1,2.23,2.23,2025-02-27 18:29
9521690,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1056,AGUA CON GAS 1L,Bebidas,4,0.96,3.84,2025-02-20 21:21
9521691,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1026,CARNE PICADA MIXTA 500G,Frescos,1,4.01,4.01,2025-02-20 21:21
9521692,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1035,LECHE ENTERA BRIK 1L,Lacteos,2,0.91,1.82,2025-02-20 21:21
9521693,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.12,1.12,2025-02-20 21:21
9521694,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1036,LECHE SEMIDESNATADA 1L,Lacteos,4,0.85,3.4,2025-02-20 21:21
9521695,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,1.08,1.08,2025-02-20 21:21
9521696,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1012,CEREALES DESAYUNO 500G,Alimentacion seca,1,3.28,3.28,2025-02-20 21:21
9521697,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1045,AGUA MINERAL PACK 6,Bebidas,3,2.43,7.29,2025-02-20 21:21
9521698,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1046,REFRESCO COLA 2L,Bebidas,1,1.86,1.86,2025-02-20 21:21
9521699,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1015,MERMELADA FRESA 350G,Alimentacion seca,1,2.12,2.12,2025-02-20 21:21
9521700,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1018,TE VERDE 25 BOLSAS,Alimentacion seca,1,2.31,2.31,2025-02-20 21:21
9521701,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1019,PLATANO KG,Frescos,1,1.61,1.61,2025-02-20 21:21
9521702,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1021,TOMATE RAMA KG,Frescos,1,2.15,2.15,2025-02-20 21:21
9521703,6566578,102036,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1023,PATATA KG,Frescos,4,1.18,4.72,2025-02-20 21:21
9521704,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1122,ACEITUNAS RELLENAS 350G,Snacks,3,1.8,5.4,2025-05-21 11:15
9521705,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1123,PALOMITAS MICROONDAS PACK 3,Snacks,1,2.22,2.22,2025-05-21 11:15
9521706,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1061,PIZZA CONGELADA 4 ESTACIONES,Congelados,1,3.2,3.2,2025-05-21 11:15
9521707,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1125,CHICLES PACK 3,Snacks,1,1.46,1.46,2025-05-21 11:15
9521708,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1063,HELADO CHOCOLATE 1L,Congelados,1,3.35,3.35,2025-05-21 11:15
9521709,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1065,CROQUETAS CONGELADAS 1KG,Congelados,1,3.18,3.18,2025-05-21 11:15
9521710,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1068,PIZZA JAMON Y QUESO,Precocinados,1,3.53,3.53,2025-05-21 11:15
9521711,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1070,CROQUETAS JAMON 500G,Precocinados,1,3.19,3.19,2025-05-21 11:15
9521712,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,0.98,0.98,2025-05-21 11:15
9521713,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1075,EMPANADA ATUN,Precocinados,1,4.24,4.24,2025-05-21 11:15
9521714,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1076,WRAP POLLO PACK 2,Precocinados,1,3.59,3.59,2025-05-21 11:15
9521715,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1046,REFRESCO COLA 2L,Bebidas,1,1.78,1.78,2025-05-21 11:15
9521716,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1047,REFRESCO NARANJA 2L,Bebidas,1,1.73,1.73,2025-05-21 11:15
9521717,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1048,CERVEZA PACK 6,Bebidas,4,3.46,13.84,2025-05-21 11:15
9521718,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1118,PATATAS FRITAS BOLSA 150G,Snacks,2,1.41,2.82,2025-05-21 11:15
9521719,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1051,CERVEZA ARTESANA 33CL,Bebidas,1,1.84,1.84,2025-05-21 11:15
9521720,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1052,VINO BLANCO VERDEJO,Bebidas,2,4.88,9.76,2025-05-21 11:15
9521721,6566579,101292,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1054,BEBIDA ENERGETICA 50CL,Bebidas,1,1.49,1.49,2025-05-21 11:15
9521722,6566580,100695,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1026,CARNE PICADA MIXTA 500G,Frescos,1,3.6,3.6,2025-03-23 10:52
9521723,6566580,100695,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1133,TOFU NATURAL 250G,Saludable,2,2.38,4.76,2025-03-23 10:52
9521724,6566580,100695,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1008,AZUCAR BLANCO 1KG,Alimentacion seca,4,1.06,4.24,2025-03-23 10:52
9521725,6566580,100695,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1136,BEBIDA SOJA 1L,Saludable,1,1.66,1.66,2025-03-23 10:52
9521726,6566580,100695,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1015,MERMELADA FRESA 350G,Alimentacion seca,1,2.15,2.15,2025-03-23 10:52
9521727,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1035,LECHE ENTERA BRIK 1L,Lacteos,1,0.89,0.89,2025-06-07 10:25
9521728,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.14,1.14,2025-06-07 10:25
9521729,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,1.04,1.04,2025-06-07 10:25
9521730,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1009,SAL FINA 1KG,Alimentacion seca,2,0.59,1.18,2025-06-07 10:25
9521731,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1015,MERMELADA FRESA 350G,Alimentacion seca,3,2.04,6.12,2025-06-07 10:25
9521732,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1052,VINO BLANCO VERDEJO,Bebidas,1,4.85,4.85,2025-06-07 10:25
9521733,6566581,101567,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1021,TOMATE RAMA KG,Frescos,1,2.14,2.14,2025-06-07 10:25
9521734,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1094,CEPILLO DENTAL PACK 2,Higiene,2,3.19,6.38,2025-01-04 10:32
9521735,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1008,AZUCAR BLANCO 1KG,Alimentacion seca,3,1.03,3.09,2025-01-04 10:32
9521736,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1014,CALDO POLLO PACK,Alimentacion seca,1,2.33,2.33,2025-01-04 10:32
9521737,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1015,MERMELADA FRESA 350G,Alimentacion seca,1,2.12,2.12,2025-01-04 10:32
9521738,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1081,PAPEL HIGIENICO PACK 12,Drogueria,3,5.21,15.63,2025-01-04 10:32
9521739,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1082,ROLLO COCINA PACK 4,Drogueria,1,3.05,3.05,2025-01-04 10:32
9521740,6566582,100891,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1085,FRIEGASUELOS 1.5L,Drogueria,1,2.29,2.29,2025-01-04 10:32
9521741,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1024,CEBOLLA KG,Frescos,1,1.13,1.13,2025-05-11 08:45
9521742,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1026,CARNE PICADA MIXTA 500G,Frescos,1,3.99,3.99,2025-05-11 08:45
9521743,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1029,MERLUZA FILETE KG,Frescos,1,9.68,9.68,2025-05-11 08:45
9521744,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1001,PASTA ESPAGUETI 500G,Alimentacion seca,4,0.92,3.68,2025-05-11 08:45
9521745,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1034,GAMBA FRESCA KG,Frescos,1,15.05,15.05,2025-05-11 08:45
9521746,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.1,1.1,2025-05-11 08:45
9521747,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1101,PAÑALES T4 PACK 44,Bebe,3,10.1,30.3,2025-05-11 08:45
9521748,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1102,TOALLITAS BEBE PACK 3,Bebe,1,4.43,4.43,2025-05-11 08:45
9521749,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1103,POTITO FRUTA VARIADA,Bebe,1,1.08,1.08,2025-05-11 08:45
9521750,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1041,QUESO LONCHAS 200G,Lacteos,1,2.36,2.36,2025-05-11 08:45
9521751,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1105,PAPILLA CEREALES 600G,Bebe,4,5.6,22.4,2025-05-11 08:45
9521752,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1108,CREMA PAÑAL 100ML,Bebe,1,5.2,5.2,2025-05-11 08:45
9521753,6566583,101017,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1109,CHUPETE PACK 2,Bebe,1,5.13,5.13,2025-05-11 08:45
9521754,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1026,CARNE PICADA MIXTA 500G,Frescos,3,4.04,12.12,2025-04-05 10:07
9521755,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1095,CREMA HIDRATANTE 200ML,Higiene,3,4.38,13.14,2025-04-05 10:07
9521756,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1001,PASTA ESPAGUETI 500G,Alimentacion seca,1,0.94,0.94,2025-04-05 10:07
9521757,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1099,GEL INTIMO 250ML,Higiene,1,3.5,3.5,2025-04-05 10:07
9521758,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1105,PAPILLA CEREALES 600G,Bebe,2,5.7,11.4,2025-04-05 10:07
9521759,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1107,POTITO VERDURA POLLO,Bebe,1,1.3,1.3,2025-04-05 10:07
9521760,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1109,CHUPETE PACK 2,Bebe,1,5.05,5.05,2025-04-05 10:07
9521761,6566584,101790,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1020,MANZANA GOLDEN KG,Frescos,3,1.83,5.49,2025-04-05 10:07
9521762,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1026,CARNE PICADA MIXTA 500G,Frescos,1,3.97,3.97,2025-03-27 20:19
9521763,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1035,LECHE ENTERA BRIK 1L,Lacteos,1,0.9,0.9,2025-03-27 20:19
9521764,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.13,1.13,2025-03-27 20:19
9521765,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1003,ARROZ REDONDO 1KG,Alimentacion seca,1,1.51,1.51,2025-03-27 20:19
9521766,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,1.05,1.05,2025-03-27 20:19
9521767,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1043,NATA COCINA 200ML,Lacteos,1,1.28,1.28,2025-03-27 20:19
9521768,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1015,MERMELADA FRESA 350G,Alimentacion seca,1,2.08,2.08,2025-03-27 20:19
9521769,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1020,MANZANA GOLDEN KG,Frescos,1,1.85,1.85,2025-03-27 20:19
9521770,6566585,101113,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1022,LECHUGA ICEBERG UD,Frescos,4,0.94,3.76,2025-03-27 20:19
9521771,6566586,100242,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1035,LECHE ENTERA BRIK 1L,Lacteos,1,0.92,0.92,2025-05-10 19:29
9521772,6566586,100242,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1007,CAFE MOLIDO 250G,Alimentacion seca,1,2.47,2.47,2025-05-10 19:29
9521773,6566586,100242,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1011,GALLETAS MARIA 800G,Alimentacion seca,1,1.91,1.91,2025-05-10 19:29
9521774,6566586,100242,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1015,MERMELADA FRESA 350G,Alimentacion seca,1,2.07,2.07,2025-05-10 19:29
9521775,6566586,100242,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1112,ARENA GATO 5L,Mascotas,1,3.98,3.98,2025-05-10 19:29
9521776,6566586,100242,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1116,COMIDA HUMEDA PERRO PACK 4,Mascotas,1,3.97,3.97,2025-05-10 19:29
9521777,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1026,CARNE PICADA MIXTA 500G,Frescos,1,3.9,3.9,2025-02-16 14:19
9521778,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1027,SALMON FRESCO KG,Frescos,1,11.46,11.46,2025-02-16 14:19
9521779,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1102,TOALLITAS BEBE PACK 3,Bebe,1,4.25,4.25,2025-02-16 14:19
9521780,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1103,POTITO FRUTA VARIADA,Bebe,1,1.09,1.09,2025-02-16 14:19
9521781,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1105,PAPILLA CEREALES 600G,Bebe,1,5.56,5.56,2025-02-16 14:19
9521782,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1106,PAÑALES T5 PACK 40,Bebe,1,10.44,10.44,2025-02-16 14:19
9521783,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1107,POTITO VERDURA POLLO,Bebe,1,1.35,1.35,2025-02-16 14:19
9521784,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1109,CHUPETE PACK 2,Bebe,4,5.0,20.0,2025-02-16 14:19
9521785,6566587,100316,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1023,PATATA KG,Frescos,1,1.22,1.22,2025-02-16 14:19
9521786,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1025,PECHUGA POLLO BANDEJA,Frescos,1,4.78,4.78,2025-06-21 09:07
9521787,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1026,CARNE PICADA MIXTA 500G,Frescos,3,3.88,11.64,2025-06-21 09:07
9521788,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1030,NARANJA KG,Frescos,1,1.43,1.43,2025-06-21 09:07
9521789,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1001,PASTA ESPAGUETI 500G,Alimentacion seca,1,0.94,0.94,2025-06-21 09:07
9521790,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.09,1.09,2025-06-21 09:07
9521791,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1005,ATUN CLARO PACK 3,Alimentacion seca,1,2.87,2.87,2025-06-21 09:07
9521792,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1036,LECHE SEMIDESNATADA 1L,Lacteos,1,0.88,0.88,2025-06-21 09:07
9521793,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1007,CAFE MOLIDO 250G,Alimentacion seca,2,2.54,5.08,2025-06-21 09:07
9521794,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,1.02,1.02,2025-06-21 09:07
9521795,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1041,QUESO LONCHAS 200G,Lacteos,1,2.38,2.38,2025-06-21 09:07
9521796,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1010,HARINA TRIGO 1KG,Alimentacion seca,1,0.82,0.82,2025-06-21 09:07
9521797,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1011,GALLETAS MARIA 800G,Alimentacion seca,1,1.93,1.93,2025-06-21 09:07
9521798,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1015,MERMELADA FRESA 350G,Alimentacion seca,3,2.03,6.09,2025-06-21 09:07
9521799,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1019,PLATANO KG,Frescos,1,1.47,1.47,2025-06-21 09:07
9521800,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1022,LECHUGA ICEBERG UD,Frescos,1,0.98,0.98,2025-06-21 09:07
9521801,6566588,100462,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1023,PATATA KG,Frescos,1,1.2,1.2,2025-06-21 09:07
9521802,6566589,100287,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1026,CARNE PICADA MIXTA 500G,Frescos,1,4.2,4.2,2025-06-19 19:23
9521803,6566589,100287,TARJETA,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1031,ZANAHORIA KG,Frescos,2,0.93,1.86,2025-06-19 19:23
