line_id,ticket_number,user_card_id,payment_method,shop_name,shop_address,product_code,product_name,seccion,units,price_per_unit,price_total,created_at
9521698,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1030,MANTEQUILLA 250G,Lacteos,1,2.01,2.01,2025-02-28 20:04
9521699,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1032,QUESO LONCHAS 200G,Lacteos,1,2.42,2.42,2025-02-28 20:04
9521700,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1036,CERVEZA PACK 6,Bebidas,1,3.52,3.52,2025-02-28 20:04
9521701,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1037,VINO TINTO CRIANZA,Bebidas,2,5.41,10.82,2025-02-28 20:04
9521702,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1041,HELADO VAINILLA 1L,Congelados,1,3.61,3.61,2025-02-28 20:04
9521703,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1046,CROQUETAS JAMON 500G,Precocinados,1,3.09,3.09,2025-02-28 20:04
9521704,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1050,SUAVIZANTE CONCENTRADO 1.5L,Drogueria,4,3.27,13.08,2025-02-28 20:04
9521705,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1054,ROLLO COCINA PACK 4,Drogueria,1,3.21,3.21,2025-02-28 20:04
9521706,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1055,BOLSAS BASURA 30L,Drogueria,1,1.9,1.9,2025-02-28 20:04
9521707,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1056,GEL DUCHA 750ML,Higiene,1,2.28,2.28,2025-02-28 20:04
9521708,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1057,CHAMPU ANTICASPA 400ML,Higiene,3,3.23,9.69,2025-02-28 20:04
9521709,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1058,PASTA DENTIFRICA 75ML,Higiene,1,2.22,2.22,2025-02-28 20:04
9521710,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1061,PAÑALES T4 PACK 44,Bebe,1,9.37,9.37,2025-02-28 20:04
9521711,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1062,TOALLITAS BEBE PACK 3,Bebe,1,4.08,4.08,2025-02-28 20:04
9521712,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1063,POTITO FRUTA VARIADA,Bebe,4,1.21,4.84,2025-02-28 20:04
9521713,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1064,LECHE INFANTIL CONTINUACION,Bebe,1,12.42,12.42,2025-02-28 20:04
9521714,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1065,PAPILLA CEREALES 600G,Bebe,1,5.86,5.86,2025-02-28 20:04
9521715,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1068,ARENA GATO 5L,Mascotas,1,3.87,3.87,2025-02-28 20:04
9521716,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1001,PASTA ESPAGUETI 500G,Alimentacion seca,1,0.95,0.95,2025-02-28 20:04
9521717,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1004,TOMATE FRITO 400G,Alimentacion seca,2,1.05,2.1,2025-02-28 20:04
9521718,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1009,SAL FINA 1KG,Alimentacion seca,1,0.59,0.59,2025-02-28 20:04
9521719,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1017,TOMATE RAMA KG,Frescos,1,2.15,2.15,2025-02-28 20:04
9521720,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1018,LECHUGA ICEBERG UD,Frescos,1,0.97,0.97,2025-02-28 20:04
9521721,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1019,PATATA KG,Frescos,1,1.17,1.17,2025-02-28 20:04
9521722,6566579,101206,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1023,SALMON FRESCO KG,Frescos,1,12.52,12.52,2025-02-28 20:04
9521723,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1057,CHAMPU ANTICASPA 400ML,Higiene,1,3.24,3.24,2025-02-25 19:34
9521724,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1028,YOGUR NATURAL PACK 4,Lacteos,1,1.52,1.52,2025-02-25 19:34
9521725,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1060,MAQUINILLA AFEITAR PACK 4,Higiene,1,4.54,4.54,2025-02-25 19:34
9521726,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1063,POTITO FRUTA VARIADA,Bebe,2,1.13,2.26,2025-02-25 19:34
9521727,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1064,LECHE INFANTIL CONTINUACION,Bebe,1,12.8,12.8,2025-02-25 19:34
9521728,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1003,ARROZ REDONDO 1KG,Alimentacion seca,1,1.36,1.36,2025-02-25 19:34
9521729,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1047,ENSALADA CESAR PREPARADA,Precocinados,1,2.83,2.83,2025-02-25 19:34
9521730,6566580,100768,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1018,LECHUGA ICEBERG UD,Frescos,1,0.97,0.97,2025-02-25 19:34
9521731,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1028,YOGUR NATURAL PACK 4,Lacteos,3,1.44,4.32,2025-04-29 17:11
9521732,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1031,HUEVOS DOCENA M,Lacteos,3,2.6,7.8,2025-04-29 17:11
9521733,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1036,CERVEZA PACK 6,Bebidas,1,3.59,3.59,2025-04-29 17:11
9521734,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1039,GUISANTES CONGELADOS 1KG,Congelados,1,2.28,2.28,2025-04-29 17:11
9521735,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1041,HELADO VAINILLA 1L,Congelados,2,3.41,6.82,2025-04-29 17:11
9521736,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1042,PESCADO REBOZADO 400G,Congelados,1,3.93,3.93,2025-04-29 17:11
9521737,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1046,CROQUETAS JAMON 500G,Precocinados,1,3.14,3.14,2025-04-29 17:11
9521738,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1048,TORTILLA PATATA REFRIGERADA,Precocinados,1,3.01,3.01,2025-04-29 17:11
9521739,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1052,LEJIA 2L,Drogueria,4,1.31,5.24,2025-04-29 17:11
9521740,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1054,ROLLO COCINA PACK 4,Drogueria,1,3.01,3.01,2025-04-29 17:11
9521741,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1055,BOLSAS BASURA 30L,Drogueria,1,1.91,1.91,2025-04-29 17:11
9521742,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1057,CHAMPU ANTICASPA 400ML,Higiene,1,3.06,3.06,2025-04-29 17:11
9521743,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1058,PASTA DENTIFRICA 75ML,Higiene,2,2.04,4.08,2025-04-29 17:11
9521744,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1063,POTITO FRUTA VARIADA,Bebe,1,1.18,1.18,2025-04-29 17:11
9521745,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1064,LECHE INFANTIL CONTINUACION,Bebe,2,12.21,24.42,2025-04-29 17:11
9521746,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1065,PAPILLA CEREALES 600G,Bebe,1,5.79,5.79,2025-04-29 17:11
9521747,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1066,PIENSO PERRO 4KG,Mascotas,3,11.94,35.82,2025-04-29 17:11
9521748,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1068,ARENA GATO 5L,Mascotas,1,3.71,3.71,2025-04-29 17:11
9521749,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1003,ARROZ REDONDO 1KG,Alimentacion seca,1,1.45,1.45,2025-04-29 17:11
9521750,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1005,ATUN CLARO PACK 3,Alimentacion seca,1,2.96,2.96,2025-04-29 17:11
9521751,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1011,GALLETAS MARIA 800G,Alimentacion seca,1,1.91,1.91,2025-04-29 17:11
9521752,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1017,TOMATE RAMA KG,Frescos,1,2.22,2.22,2025-04-29 17:11
9521753,6566581,100614,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1018,LECHUGA ICEBERG UD,Frescos,1,0.95,0.95,2025-04-29 17:11
9521754,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1057,CHAMPU ANTICASPA 400ML,Higiene,2,3.22,6.44,2025-03-04 08:48
9521755,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1029,QUESO RALLADO 200G,Lacteos,3,2.44,7.32,2025-03-04 08:48
9521756,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1032,QUESO LONCHAS 200G,Lacteos,1,2.29,2.29,2025-03-04 08:48
9521757,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1001,PASTA ESPAGUETI 500G,Alimentacion seca,1,0.98,0.98,2025-03-04 08:48
9521758,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1003,ARROZ REDONDO 1KG,Alimentacion seca,2,1.39,2.78,2025-03-04 08:48
9521759,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.14,1.14,2025-03-04 08:48
9521760,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1006,ACEITE OLIVA VIRGEN 1L,Alimentacion seca,1,7.76,7.76,2025-03-04 08:48
9521761,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1015,PLATANO KG,Frescos,1,1.51,1.51,2025-03-04 08:48
9521762,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1017,TOMATE RAMA KG,Frescos,1,2.04,2.04,2025-03-04 08:48
9521763,6566582,100018,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1018,LECHUGA ICEBERG UD,Frescos,1,0.97,0.97,2025-03-04 08:48
9521764,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1057,CHAMPU ANTICASPA 400ML,Higiene,1,3.08,3.08,2025-02-12 21:26
9521765,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1025,MERLUZA FILETE KG,Frescos,1,9.41,9.41,2025-02-12 21:26
9521766,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1061,PAÑALES T4 PACK 44,Bebe,1,10.2,10.2,2025-02-12 21:26
9521767,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1062,TOALLITAS BEBE PACK 3,Bebe,1,4.15,4.15,2025-02-12 21:26
9521768,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1063,POTITO FRUTA VARIADA,Bebe,1,1.13,1.13,2025-02-12 21:26
9521769,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1068,ARENA GATO 5L,Mascotas,1,3.81,3.81,2025-02-12 21:26
9521770,6566583,100203,TARJETA,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1018,LECHUGA ICEBERG UD,Frescos,1,0.93,0.93,2025-02-12 21:26
9521771,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1057,CHAMPU ANTICASPA 400ML,Higiene,1,3.26,3.26,2025-02-14 21:34
9521772,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1061,PAÑALES T4 PACK 44,Bebe,3,10.37,31.11,2025-02-14 21:34
9521773,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1029,QUESO RALLADO 200G,Lacteos,1,2.57,2.57,2025-02-14 21:34
9521774,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1062,TOALLITAS BEBE PACK 3,Bebe,1,4.12,4.12,2025-02-14 21:34
9521775,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1001,PASTA ESPAGUETI 500G,Alimentacion seca,4,1.0,4.0,2025-02-14 21:34
9521776,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1040,VERDURA WOK CONGELADA 750G,Congelados,1,3.0,3.0,2025-02-14 21:34
9521777,6566584,101019,TARJETA,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1009,SAL FINA 1KG,Alimentacion seca,1,0.61,0.61,2025-02-14 21:34
9521778,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1057,CHAMPU ANTICASPA 400ML,Higiene,1,3.15,3.15,2025-03-17 20:22
9521779,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1030,MANTEQUILLA 250G,Lacteos,1,2.08,2.08,2025-03-17 20:22
9521780,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1032,QUESO LONCHAS 200G,Lacteos,1,2.25,2.25,2025-03-17 20:22
9521781,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1009,SAL FINA 1KG,Alimentacion seca,1,0.57,0.57,2025-03-17 20:22
9521782,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1018,LECHUGA ICEBERG UD,Frescos,1,0.95,0.95,2025-03-17 20:22
9521783,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1054,ROLLO COCINA PACK 4,Drogueria,1,3.16,3.16,2025-03-17 20:22
9521784,6566585,101340,EFECTIVO,Carrefour Vigo Coia,"Av. de Citroën 116, Vigo",1055,BOLSAS BASURA 30L,Drogueria,1,1.9,1.9,2025-03-17 20:22
9521785,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1057,CHAMPU ANTICASPA 400ML,Higiene,1,3.07,3.07,2025-03-04 17:24
9521786,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1050,SUAVIZANTE CONCENTRADO 1.5L,Drogueria,1,3.32,3.32,2025-03-04 17:24
9521787,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1031,HUEVOS DOCENA M,Lacteos,1,2.43,2.43,2025-03-04 17:24
9521788,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1001,PASTA ESPAGUETI 500G,Alimentacion seca,1,0.93,0.93,2025-03-04 17:24
9521789,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1066,PIENSO PERRO 4KG,Mascotas,2,12.14,24.28,2025-03-04 17:24
9521790,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1003,ARROZ REDONDO 1KG,Alimentacion seca,1,1.4,1.4,2025-03-04 17:24
9521791,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1068,ARENA GATO 5L,Mascotas,1,3.82,3.82,2025-03-04 17:24
9521792,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1004,TOMATE FRITO 400G,Alimentacion seca,1,1.13,1.13,2025-03-04 17:24
9521793,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1008,AZUCAR BLANCO 1KG,Alimentacion seca,1,1.03,1.03,2025-03-04 17:24
9521794,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1014,CALDO POLLO PACK,Alimentacion seca,1,2.37,2.37,2025-03-04 17:24
9521795,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1017,TOMATE RAMA KG,Frescos,1,2.04,2.04,2025-03-04 17:24
9521796,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1018,LECHUGA ICEBERG UD,Frescos,1,0.94,0.94,2025-03-04 17:24
9521797,6566586,100098,EFECTIVO,Carrefour Santiago Compostela,"Av. do Camiño Francés 1, Santiago",1053,PAPEL HIGIENICO PACK 12,Drogueria,1,5.41,5.41,2025-03-04 17:24
9521798,6566587,100934,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1057,CHAMPU ANTICASPA 400ML,Higiene,2,3.05,6.1,2025-03-22 16:17
9521799,6566587,100934,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1028,YOGUR NATURAL PACK 4,Lacteos,3,1.47,4.41,2025-03-22 16:17
9521800,6566587,100934,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1055,BOLSAS BASURA 30L,Drogueria,1,1.98,1.98,2025-03-22 16:17
9521801,6566587,100934,EFECTIVO,Carrefour A Coruña Marineda,"C/ Carretera Baños de Arteixo 43, A Coruña",1023,SALMON FRESCO KG,Frescos,1,12.61,12.61,2025-03-22 16:17
